"";"cod_Cajero";"Vecinos_Raw";"BBVA";"Bancolombia";"Davivienda";"ATH";"Caja_Social";"Citibank";"Colpatria";"Servibanca";"Itau";"Agrario";"Falabella";"Otros"
"394";298;"Cajero Davivienda|Bancolombia Cajero|Cajero ATH Coonfie Neiva I - Banco de Bogotá|Cajero Automático Banco Colpatria|Cajero Automático Red Aval|Bancolombia Cajero|Bancolombia Cajero|Bancolombia Cajero|ATM Davivienda|Cajero Banco Caja Social|Cajero ATH Exito Neiva La Toma I - Banco de Bogotá|Bancolombia Corresponsal Bancario|COLPATRIA Scotiabank|Cajero Automático Banco de Bogota|Cajero Automático Banco Caja Social";0;5;2;4;2;0;2;0;0;0;0;0
"395";298;"0";0;0;0;0;0;0;0;0;0;0;0;0
"396";1378;"Cajero Davivienda|Bancolombia Cajero|Cajero ATH Coonfie Neiva I - Banco de Bogotá|Cajero Automático Banco Colpatria|Cajero Automático Red Aval|Bancolombia Cajero|Bancolombia Cajero|Bancolombia Cajero|ATM Davivienda|Cajero Banco Caja Social|Cajero ATH Exito Neiva La Toma I - Banco de Bogotá|Bancolombia Corresponsal Bancario|COLPATRIA Scotiabank|Cajero Automático Banco de Bogota|Cajero Automático Banco Caja Social";0;5;2;4;2;0;2;0;0;0;0;0
"397";1378;"0";0;0;0;0;0;0;0;0;0;0;0;0
"398";1185;"Bancolombia Cajero|Bancolombia Cajero|Cajero Davivienda|ATM Servibanca|Bancolombia Cajero|Cajero Automático Red Aval|Cajero ATH Centro Especializado De VIVIenda Barranquilla I - Banco de Bogotá|Cajero ATH Olimpica Tanganazo Barranquilla I - Banco de Bogotá|ATM Davivienda|Bancolombia Cajero|Cajero Automático Red Aval|CAJERO automatico del Banco de Bogota ATH|Cajero Banco Popular|Itaú|Cajero METROPOLIS/Bancolombia|Cajero Automático Red Aval|Cajero Automático Red Aval|Cajero Automático Banco Caja Social|Cajero Banco de Occidente Red Aval";0;5;2;9;1;0;0;1;1;0;0;0
"399";1147;"Servibanca ATM|Cajero Davivienda|Cajero Davivienda|Bancolombia Cajero|cajero scotiabank colpatria|Cajero Servibanca|Banco De Bogotá|Cajero Automático Red Aval|Davivienda|Bancolombia Corresponsal Bancario";0;2;3;2;0;0;1;2;0;0;0;0
"400";718;"Bancolombia Cajero|Bancolombia Cajero|Bancolombia Cajero";0;3;0;0;0;0;0;0;0;0;0;0
"401";1245;"ATM Servibanca|Bancolombia Cajero Multifuncional|Cajero ATH Unicentro Cali II - Banco Popular|Banco Popular ATM|Cajero Automático Red Aval|Cajero Automatico Banco Corpbanca|Cajero ATH Super Inter Melendez I - Banco de Bogotá|Bancolombia Cajero|Cajero ATH Centro De Pagos Unicali I - Banco de Bogotá|DAVIVIENDA|Cajero ATH Superinter Melendez (Unicentro Cali) - Banco Popular|Cajero Automático Banco Colpatria|Cajero Automático Banco de Bogota";0;2;1;7;0;0;1;1;0;0;0;1
"402";225;"Cajero ATH Codabas - Banco AV Villas|Cajero Davivienda|Bancolombia Cajero|BANCOLOMBIA CODABAS|Banco Popular ATM|Cajero ATH Codabas - Banco Popular|Cajero Automático Banco Caja Social|Cajero Automático Red Aval|Banco Agrario Codabas";0;2;1;4;1;0;0;0;0;1;0;0
"403";1191;"Cajero Colpatria Kr1|Cajero ATH Carrera Primera - Banco AV Villas|Cajero ATH Eds Esso Belalcazar - Banco de Bogotá|Cajero Av Villas Kr1 Cl38|Cajero Automático Red Aval|Cajero Automático Red Aval|Cajero Servibanca Manzanares|Bancolombia Cajero|Cajero ATH Super Inter Popular I - Banco de Bogotá|Bancolombia Corresponsal Bancario|Cajero ATH Oficina Sector Oriental I - Banco de Bogotá|Cajero Automático Red Aval";0;2;0;8;0;0;1;1;0;0;0;0
"404";267;"Cajero Automático COLPATRIA|Cajero ATH Corpotaxi I - Banco de Bogotá|Banco De Bogota ATM|Cajero Banco Corpbanca Cc Carrera|Cajero Automático Servivanca|Cajero Automático Red Aval|Cajero Ath Kr 50 Cl 15|Bancolombia Corresponsal Bancario|Cajero ATH Oficina Avenida Las Peñitas II - Banco de Bogotá|Cajero Automático Red Aval|Cajero ATH Oficina Carrera 47 I - Banco de Bogotá|Cajero Automático Red Aval";0;1;0;8;0;0;1;1;0;0;0;1
"405";43;"Cajero Automático COLPATRIA|Cajero ATH Corpotaxi I - Banco de Bogotá|Banco De Bogota ATM|Cajero Banco Corpbanca Cc Carrera|Cajero Automático Servivanca|Cajero Automático Red Aval|Cajero Ath Kr 50 Cl 15|Bancolombia Corresponsal Bancario|Cajero ATH Oficina Avenida Las Peñitas II - Banco de Bogotá|Cajero Automático Red Aval|Cajero ATH Oficina Carrera 47 I - Banco de Bogotá|Cajero Automático Red Aval";0;1;0;8;0;0;1;1;0;0;0;1
"406";217;"ATH CAJEROS automáticos|Cajero ATH Tecnologico Avda Uribe II (Av Uribe) - Banco Popular|Cajero Automático Red Aval|Banco Popular ATM|Cajero Banco de Bogotá Kr3norte 19n|Bancolombia Cajero|Cajero ATH Centro Comercial Megacentro Calimio I - Banco de Bogotá|Cajero ATH Oficina Versalles - Banco de Occidente|Cajero ATH Torre Cali - Banco de Occidente|CorpBanca Bank ATM|Cajero ATH Oficina Torre De Cali I - Banco de Bogotá|Bancolombia Cajero|Cajero ATH Oficina Avenida De Las Americas I - Banco de Bogotá|CorpBanca Bank ATM|Banco Popular ATM|Cajero Automático Red Aval|Cajero Automático Red Aval";0;2;0;13;0;0;0;0;0;0;0;2
"407";423;"ATH CAJEROS automáticos|Cajero ATH Tecnologico Avda Uribe II (Av Uribe) - Banco Popular|Cajero Automático Red Aval|Banco Popular ATM|Cajero Banco de Bogotá Kr3norte 19n|Bancolombia Cajero|Cajero ATH Centro Comercial Megacentro Calimio I - Banco de Bogotá|Cajero ATH Oficina Versalles - Banco de Occidente|Cajero ATH Torre Cali - Banco de Occidente|CorpBanca Bank ATM|Cajero ATH Oficina Torre De Cali I - Banco de Bogotá|Bancolombia Cajero|Cajero ATH Oficina Avenida De Las Americas I - Banco de Bogotá|CorpBanca Bank ATM|Banco Popular ATM|Cajero Automático Red Aval|Cajero Automático Red Aval";0;2;0;13;0;0;0;0;0;0;0;2
"408";1087;"Cajero Automático Servibanca|ATM Servibanca|Cajero ATH Calle 100 - Banco AV Villas|Cajero Servibanca City Parking Ac 100|Cajero Davivienda|Itaú|Cajero Ath Cl 100 Kr 13|Cajero Servibanca|Cajero Automático Red Aval|Cajero Automático Red Aval|Bancolombia Cajero|Bancolombia Cajero|Cajero ATH Olimpica Chico 2 - Banco AV Villas|Bancolombia Cajero|Bancolombia Cajero|ATM Servibanca";0;4;1;5;0;1;0;4;1;0;0;0
"409";60;"Cajero Banco Caja Social Bcsc Centro|Davivienda Carrera 10|Cajero ATH Oficina Calle 18 I - Banco de Bogotá|Bancolombia Cajero Multifuncional|Cajeros davivienda|CAJERO ATH|Cajero Davivienda Seguros Bolívar|Davivienda|Bancolombia Cajero|Itaú|Cajero Ath Centro|Cajero Ath|Bank of Bogota|Bancolombia Corresponsal Bancario|Cajero ATH Cordoba - Banco AV Villas|Cajero ATH Carrera Octava (Principal) - Banco Popular|Cajero ATH Principal II - Banco Popular|Cajero Banco de Bogotá Cl18";0;3;4;9;1;0;0;0;1;0;0;0
"410";186;"Cajero Banco Caja Social Bcsc Centro|Davivienda Carrera 10|Cajero ATH Oficina Calle 18 I - Banco de Bogotá|Bancolombia Cajero Multifuncional|Cajeros davivienda|CAJERO ATH|Cajero Davivienda Seguros Bolívar|Davivienda|Bancolombia Cajero|Itaú|Cajero Ath Centro|Cajero Ath|Bank of Bogota|Bancolombia Corresponsal Bancario|Cajero ATH Cordoba - Banco AV Villas|Cajero ATH Carrera Octava (Principal) - Banco Popular|Cajero ATH Principal II - Banco Popular|Cajero Banco de Bogotá Cl18";0;3;4;9;1;0;0;0;1;0;0;0
"411";316;"Cajero Banco Caja Social Bcsc Centro|Davivienda Carrera 10|Cajero ATH Oficina Calle 18 I - Banco de Bogotá|Bancolombia Cajero Multifuncional|Cajeros davivienda|CAJERO ATH|Cajero Davivienda Seguros Bolívar|Davivienda|Bancolombia Cajero|Itaú|Cajero Ath Centro|Cajero Ath|Bank of Bogota|Bancolombia Corresponsal Bancario|Cajero ATH Cordoba - Banco AV Villas|Cajero ATH Carrera Octava (Principal) - Banco Popular|Cajero ATH Principal II - Banco Popular|Cajero Banco de Bogotá Cl18";0;3;4;9;1;0;0;0;1;0;0;0
"412";643;"Bancolombia Cajero|Servibanca Surtimax|Cajero ATH Pasaje Mone - Banco AV Villas|Cajero ATH Oficina Funza I - Banco de Bogotá|Cajero ATH Oficina Bacata Funza I - Banco de Bogotá|Cajero Ath Funza Banco Popular|Corresponsal Bancario Bancolombia|Cajero Automático Banco AV Villas|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Bancolombia Cajero|Cajero Davivienda Micentro|BANCOLOMBIA FUNZA|Banco Agrario de Colombia|Davivienda|Cajero Automático Banco Caja Social";0;4;2;7;1;0;0;1;0;1;0;0
"413";465;"Bancolombia Cajero|Bancolombia Cajero|Servibanca Exito ATM|Banco Caja Social|Bancolombia Cajero|Bancolombia Cajero Multifuncional|Cajero Davivienda Exito Del Poblado|Bancolombia Cajero|Cajero Colmena Cc Monterrey|Bancolombia Cajero Multifuncional|Cajero Automático Banco Caja Social";0;6;1;0;2;0;0;1;0;0;0;1
"414";701;"servibanca|banco popular CAJERO automático|Cajero Colpatria Parque Berrío|Cajeros Bancolombia|CAJEROS automaticos banco popular ATH|Cajero DAVIVIENDA|Cajero Automatico Banco Av. Villas|Cajero Davivienda|cajero banco popular|Bancolombia Cajero Multifuncional|ATH ATM Coltejer - Banco AV Villas|Cajero ATH La Playa Medellin - Banco AV Villas|Bancolombia Cajero|Cajero ATH Olimpica Colombia I - Banco de Bogotá|Cajero ATH Oficina Medellin Carrera 70 I - Banco de Bogotá|Cajero ATH Oficina Universidad Latinoamericana De Medellin I - Banco de Bogotá|Cajero ATH Estación Metro Parque Berrio Sur I - Banco de Bogotá|Cajero ATH Oficina Centro De Pagos Y Recaudos Medellin - Banco de Occidente";0;3;2;11;0;0;1;1;0;0;0;0
"415";702;"servibanca|banco popular CAJERO automático|Cajero Colpatria Parque Berrío|Cajeros Bancolombia|CAJEROS automaticos banco popular ATH|Cajero DAVIVIENDA|Cajero Automatico Banco Av. Villas|Cajero Davivienda|cajero banco popular|Bancolombia Cajero Multifuncional|ATH ATM Coltejer - Banco AV Villas|Cajero ATH La Playa Medellin - Banco AV Villas|Bancolombia Cajero|Cajero ATH Olimpica Colombia I - Banco de Bogotá|Cajero ATH Oficina Medellin Carrera 70 I - Banco de Bogotá|Cajero ATH Oficina Universidad Latinoamericana De Medellin I - Banco de Bogotá|Cajero ATH Estación Metro Parque Berrio Sur I - Banco de Bogotá|Cajero ATH Oficina Centro De Pagos Y Recaudos Medellin - Banco de Occidente";0;3;2;11;0;0;1;1;0;0;0;0
"416";703;"servibanca|banco popular CAJERO automático|Cajero Colpatria Parque Berrío|Cajeros Bancolombia|CAJEROS automaticos banco popular ATH|Cajero DAVIVIENDA|Cajero Automatico Banco Av. Villas|Cajero Davivienda|cajero banco popular|Bancolombia Cajero Multifuncional|ATH ATM Coltejer - Banco AV Villas|Cajero ATH La Playa Medellin - Banco AV Villas|Bancolombia Cajero|Cajero ATH Olimpica Colombia I - Banco de Bogotá|Cajero ATH Oficina Medellin Carrera 70 I - Banco de Bogotá|Cajero ATH Oficina Universidad Latinoamericana De Medellin I - Banco de Bogotá|Cajero ATH Estación Metro Parque Berrio Sur I - Banco de Bogotá|Cajero ATH Oficina Centro De Pagos Y Recaudos Medellin - Banco de Occidente";0;3;2;11;0;0;1;1;0;0;0;0
"417";1714;"Bancolombia Corresponsal Bancario|Banco caja social cajero|Cajero ATH Oficina Bulevar Comercial Mayorca I - Banco de Bogotá|Bancolombia Cajero|Bancolombia Cajero Multifuncional|Bancolombia Cajero|Cajero ATH Diana Turbay - Banco Popular|Bancolombia Corresponsal Bancario|Cajero Colpatria|cajero banco de Bogotá|cajero servivanca|Cajero Automático Banco Colpatria|Cajero Automático Banco de Bogota|Cajero Automático Banco Caja Social";0;5;0;4;2;0;2;1;0;0;0;0
"418";342;"Bancolombia Cajero Multifuncional|Cajero Davivienda Contador Ak 19 Cl 139|Davivienda Calle 141.|Cajero ATH Tecnologico Oficina Cedritos II - Banco Popular|Bancolombia Cajero|Cajero Davivienda Cedritos|Cajero Automático Red Aval|Cajero ATH Oficina Barrio Contador Avenida 19 Calle 134 I - Banco de Bogotá|Bancolombia Cajero|Cajero servibanca|DAVIVIENDA Cajero|Itaú|Cajero Citibank Cedritos|Bancolombia Cajero|Bancolombia Cajero|Cajero Servibanca Autonorte Cl 144|Cajero Automático Red Aval|Banco Pichincha - Bogotá Contador";0;5;4;5;0;1;0;2;1;0;0;0
"419";933;"Cajero ATH Oficina Las Aguas I - Banco de Bogotá|Bancolombia Cajero|Davivienda|Cajero Citibank Centro|Banco de Bogotá|Bancolombia Corresponsal Bancario|Citibank Cajero ATM|Cajero Davivienda Av Jiménez Kr 5|Cajero ATH Oficina Parque Santander I - Banco de Bogotá|Cajero ATH Dian Bogota I - Banco de Bogotá|Cajero Bancolombia Oxxo Procuraduría|Bancolombia Cajero|Cajero Automático Banco Colpatria|Cajero Automático Red Aval|Cajero Automático Red Aval|Cajero Davivienda|Bancolombia Cajero|Bancolombia Cajero";0;6;3;6;0;2;1;0;0;0;0;0
"420";1698;"Bancolombia Cajero|Cajero ATH Oficina Ciudad Salitre I - Banco de Bogotá|Bancolombia Cajero|Cajero Davivienda|Cajero Davivienda Elemento|Cajero Automático Banco Caja Social|Cajero Automático Red Aval|Davivienda|Cajero Colpatria Cc Salitre|Bancolombia Cajero|Cajero ATH Club De Agentes De La Policia (Pl Imperial) - Banco Popular|Cajero Davivienda Optimus|Cajero ATH Oficina Centro Empresarial Metropolitano Suramericana I|ATM Servibanca|Cajero Automático Red Aval|Bancolombia Sucursal";0;4;4;5;1;0;1;1;0;0;0;0
"421";302;"Bancolombia Cajero Multifuncional|Cajero ATH Patio Bonito (Corabastos) - Banco Popular|Cajero Automático Banco Caja Social|Cajero ATH Oficina Centro Comercial Tintal Plaza II - Banco de Bogotá|cajero servibanca|Bancolombia Cajero|Bank of Bogota|Cajero ATH El Tintal (Corabastos) - Banco Popular|Cajero Servibanca Tintal Plaza|CAJERO automático banco popular|cajeros banco davivienda|Bancolombia Cajero|Cajero Automático Banco Caja Social|Cajero Automático Red Aval|Cajero Banco Popular Tintal Plaza";0;3;1;7;2;0;0;2;0;0;0;0
"422";843;"ATM Servibanca|Bancolombia Corresponsal Bancario|Bancolombia Corresponsal Bancario|Cajero Banco Caja Social Bcsc|Cajero Automático Red Aval|Bancolombia Cajero|Cajero Automático Red Aval|Cajero Banco Helm Embajada Usa|Cajero Automático Red Aval";0;3;0;3;1;0;0;1;1;0;0;0
"423";234;"Cajero automático Davivienda|Bancolombia Cajero|Cajero ATH|Cajero Automático Red Aval|Bancolombia Corresponsal Bancario|Cajero Automático Banco de Bogota|Banco Popular|Bancolombia|Banco de Bogotá";0;3;1;5;0;0;0;0;0;0;0;0
"424";1152;"Cajero automático Davivienda|Bancolombia Cajero|Cajero ATH|Cajero Automático Red Aval|Bancolombia Corresponsal Bancario|Cajero Automático Banco de Bogota|Banco Popular|Bancolombia|Banco de Bogotá";0;3;1;5;0;0;0;0;0;0;0;0
"425";803;"Cajero Automático servibanca|Davivienda Cosmocentro Cali|Cajero davivienda|Cajeros Banco Caja social|Bancolombia Cajero|Cajero Automático CorpBanca|ATM Banco de Bogotá|Hall Bancario Citibank|servibanca|Cajero ATH Cosmocentro 1 - Banco AV Villas|Cajero ATH Oficina Cosmocentro II - Banco de Bogotá|CorpBanca Bank ATM|CAJERO automático Banco Popular|ATM Banco de Occidente|Cajero Automático Banco Colpatria|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Bancolombia";0;2;2;7;1;1;1;2;0;0;0;2
"426";804;"Cajero Automático servibanca|Davivienda Cosmocentro Cali|Cajero davivienda|Cajeros Banco Caja social|Bancolombia Cajero|Cajero Automático CorpBanca|ATM Banco de Bogotá|Hall Bancario Citibank|servibanca|Cajero ATH Cosmocentro 1 - Banco AV Villas|Cajero ATH Oficina Cosmocentro II - Banco de Bogotá|CorpBanca Bank ATM|CAJERO automático Banco Popular|ATM Banco de Occidente|Cajero Automático Banco Colpatria|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Bancolombia";0;2;2;7;1;1;1;2;0;0;0;2
"427";806;"Cajero Automático servibanca|Davivienda Cosmocentro Cali|Cajero davivienda|Cajeros Banco Caja social|Bancolombia Cajero|Cajero Automático CorpBanca|ATM Banco de Bogotá|Hall Bancario Citibank|servibanca|Cajero ATH Cosmocentro 1 - Banco AV Villas|Cajero ATH Oficina Cosmocentro II - Banco de Bogotá|CorpBanca Bank ATM|CAJERO automático Banco Popular|ATM Banco de Occidente|Cajero Automático Banco Colpatria|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Bancolombia";0;2;2;7;1;1;1;2;0;0;0;2
"428";45;"Bancolombia Cajero|Cajero ATH Polo Club - Banco AV Villas|Bancolombia Corresponsal Bancario|Cajero Automático Red Aval";0;2;0;2;0;0;0;0;0;0;0;0
"429";1168;"Bancolombia|BANK TELLER BOGOTA|Cajero ATH Oficina Bocagrande - Banco de Occidente|CAJERO SERVIBANCA|Bancolombia Cajero|Cajero ATH Olimpica Los Ejecutivos - Banco de Occidente|CorpBanca Bank ATM|Cajero ATH Conjunto Navarra - Cucuta - Banco de Bogotá|Bancolombia Cajero|Bancolombia Corresponsal Bancario|Cajero Automático Banco Colpatria|Cash and Bank Colpatria|Cajero Automático Banco Popular|Cajero Automático Banco Caja Social|Cajero Servibanca Carulla Castillo|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Cajero Automático Red Aval";0;4;0;8;1;0;2;2;0;0;0;1
"430";1199;"Bancolombia Cajero|Bancolombia Corresponsal Bancario|Cajero ATH Exito Sincelejo I - Banco de Bogotá|Cajero Automático Banco Colpatria|Cajero Automático Banco de Bogota|Davivienda Exito ATM|COLPATRIA SINCELEJO|Cajero ATH - Banco de Bogotá|Bancolombia Cajero|COLPATRIA Scotiabank|Cajero ATH Olimpica Magangue I - Banco de Bogotá|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Cajero Automático Red Aval";0;3;1;7;0;0;3;0;0;0;0;0
"431";80;"Bancolombia Cajero|Bancolombia Corresponsal Bancario|Cajero ATH Exito Sincelejo I - Banco de Bogotá|Cajero Automático Banco Colpatria|Cajero Automático Banco de Bogota|Davivienda Exito ATM|COLPATRIA SINCELEJO|Cajero ATH - Banco de Bogotá|Bancolombia Cajero|COLPATRIA Scotiabank|Cajero ATH Olimpica Magangue I - Banco de Bogotá|Cajero Automático Banco de Bogota|Cajero Automático Red Aval|Cajero Automático Red Aval";0;3;1;7;0;0;3;0;0;0;0;0
"432";578;"Bancolombia Cajero|Cajero Servibanca Rapicade Molinos|Cajero ATH Centro Comercial Caracas II - Banco de Bogotá|Cajero Automático Red Aval";0;1;0;2;0;0;0;1;0;0;0;0
"433";1479;"ATH ATM|Bancolombia Cajero|Bancolombia Corresponsal Bancario|Bancolombia Cajero|Cajero Automático Red Aval|Cajero Automático Red Aval|Bancolombia Sucursal";0;4;0;3;0;0;0;0;0;0;0;0
"434";49;"Bancolombia Cajero|Cajero ATH Oficina Plaza Del Rio Apartado II - Banco de Bogotá|Bancolombia Cajero|Cajero Av Villas Parque Santander|Bancolombia Cajero|Banco de Bogotá|Cajero Automático Banco Caja Social|Cajero Automático Red Aval|Banco Corpbanca|Cajero Banco de Occidente Red Aval|Banco Popular|Bancolombia Cajero|Colpatria HOME CUCUTA|Banco Agrario";0;4;0;6;1;0;1;0;0;1;0;1
"435";95;"Bancolombia Cajero|Cajero Automático Banco de Bogota|Cajero automático Servibanca";0;1;0;1;0;0;0;1;0;0;0;0
"436";418;"Bancolombia Cajero|Servibanca|Davivienda Seguros Bolvar ATM|Bancolombia Cajero|Bancolombia Cajero Multifuncional|Cajero Banco Corpbanca Ventura Plaza|Cajero Automático Banco Caja Social|Banco de Bogotá|Cajero Automático Banco Colpatria|CAJERO ATM BANCOLOMBIA|Banco Popular Alpopular Cúcuta|Cajero Automático Red Aval|Cajero Banco de Bogotá Avenida Cero|Cajero Davivienda|Bancolombia Cajero|ATM Servibanca|Bancolombia Cajero|Cajero Automático Red Aval|Bancolombia Cajero";0;7;2;5;1;0;1;2;0;0;0;1
"437";1687;"Cajero Bancolombia|Cajero ATH Mall Cuero Velez I - Banco de Bogotá|Cajero Automático Red Aval|Bancolombia Corresponsal Bancario|Bancolombia Corresponsal Bancario|Bancolombia Cajero Multifuncional|Cajero ATH Estación Metro Industrial - Banco de Occidente|Athena Bitcoin Inc|Cajero Automático Red Aval";0;4;0;5;0;0;0;0;0;0;0;0
"438";206;"Cajero ATH Banco De Bogotá|Bancolombia Corresponsal Bancario|Cajero Automático Red Aval|Banco Mundo Mujer|Crezcamos|Financiera Comultrasan|EFECTY CREZCAMOS CURUMANI CARRERA 13|Servientrega - Efecty|Olimpica Curumani|DIMONEX CURUMANI OFICINA TELECOM";0;1;0;2;0;0;0;1;0;0;0;6
"439";426;"Cajero ATH Banco De Bogotá|Bancolombia Corresponsal Bancario|Cajero Automático Red Aval|Banco Mundo Mujer|Crezcamos|Financiera Comultrasan|EFECTY CREZCAMOS CURUMANI CARRERA 13|Servientrega - Efecty|Olimpica Curumani|DIMONEX CURUMANI OFICINA TELECOM";0;1;0;2;0;0;0;1;0;0;0;6
"440";594;"Cajero ATH Banco De Bogotá|Bancolombia Corresponsal Bancario|Cajero Automático Red Aval|Banco Mundo Mujer|Crezcamos|Financiera Comultrasan|EFECTY CREZCAMOS CURUMANI CARRERA 13|Servientrega - Efecty|Olimpica Curumani|DIMONEX CURUMANI OFICINA TELECOM";0;1;0;2;0;0;0;1;0;0;0;6
"441";1427;"ATH ATM|Cajero ATH Oficina VIlla Colombia Cali II - Banco de Bogotá|Cajero ATH L Colomb - Banco AV Villas|Cajero Servibanca Comfandi Chapinero|Bancolombia Cajero|servibanca|Cajero Automático Banco AV Villas|Banco Popular Villa Colombia|Bancolombia Corresponsal Bancario";0;2;0;5;0;0;0;2;0;0;0;0
"442";1503;"Bancolombia Cajero|Cajero ATH Toberin - Banco Popular|Cajero ATH Surtifruver Autopista I - Banco de Bogotá|Cajero Banco Caja Social Bcsc Toberín|Cajero Davivienda|Cajero ATH Oficina Toberin I - Banco de Bogotá|Bancolombia Cajero|Bancolombia Corresponsal Bancario|Cajero Servibanca.|Cajero ATH Oficina Toberin II - Banco de Bogotá|Banco Pichincha - Bogotá Toberín|Cajero Automático Banco Caja Social|Cajero Automático Red Aval|Cajero ATH Bonanza - Banco Popular|Cashier Banco Popular|Bancolombia Cajero|Bancolombia Toberin ath|Cajero ATH Supermercado El Huerto - Banco Popular|Davivienda Toberin";0;4;2;10;2;0;0;1;0;0;0;0
"443";1363;"Cajero Automático Servibanca|Bancolombia Cajero|Bancolombia Cajero|Cajero ATH Oficina Antiguo Country I - Banco de Bogotá|Bancolombia Cajero|Cajero ATH Lago I - Banco AV Villas|Cajero Automático Red Aval|Cajero Automático Red Aval|Cajero ATH Antiguo Country - Banco Popular|Colpatria|Cajero Servibanca Carrefour Express|Bancolombia Cajero|Bancolombia Cajero|ATH ATM Office Avenida 82-Ath - Banco de Occidente|Cajero Automático Red Aval|Servibanca";0;5;0;7;0;0;1;3;0;0;0;0
"444";1033;"Cajero ATH Olimpica Pereira - Banco de Occidente|Bancolombia Corresponsal Bancario|Cajero Automático Banco Caja Social|Cajero Automático Red Aval|Bancolombia Cajero|Cajero ATH Treinta De Agosto (Pereira) - Banco Popular|Cajero Banco de Occidente Red Aval|Bancolombia Corresponsal Bancario|Bank of Bogota|Cajero Automático Red Aval";0;3;0;6;1;0;0;0;0;0;0;0
"445";1367;"Cajero ATH|Banco Popular|Cajero ATH Oficina Alameda - Banco de Occidente|Davivienda Alameda Cali.|Bancolombia Cajero|Cajero ATH Alameda - Banco AV Villas|Cajero ATH Oficina Cali Alameda I - Banco de Bogotá|Banco Popular ATM|Cajero Davivienda Alameda|Cajero Servibanca Texaco Roosvelt|Cajero Automático Red Aval|Bancolombia Sucursal|Cajero ATH Oficina San Fernando - Banco de Occidente|Cajero ATH Olimpica Galeria Alameda - Banco de Occidente|Bancolombia Roosevelt|Cajero Automático Red Aval|Cajero Automático Red Aval|BANCOLOMBIA AVENUE ROOSVELT";0;4;2;11;0;0;0;1;0;0;0;0
"446";1008;"Bancolombia Cajero|ATM Colpatria|ATM Servibanca|Cajero Davivienda|Bancolombia Cajero|Cajero ATH Porciuncula - Banco AV Villas|Cajero Citibank Av Chile|Cajero ATH Oficina Quinta Camacho II - Banco de Bogotá|Cajero ATH Centro De Pagos Calle 73 I - Banco de Bogotá|Cajero Servibanca Coomeva Av Chile|Bancolombia Cajero|Bancolombia Cajero|ATH ATM Quinta Camacho Office I - Banco de Bogota|Bancolombia Cajero|Davivienda La Porciuncula|Cajero ATH Federacion Nacional De Cafeteros I - Banco de Bogotá|Bancolombia Cajero|Itaú";0;6;2;5;0;1;1;2;1;0;0;0
"447";1038;"Bancolombia Cajero Multifuncional|cajero davivienda|Cajero Av Villas|servibanca|Cajero Automático Banco AV Villas|Cajero Automático Banco Colpatria|Cajero ATH Restrepo - Banco AV Villas|Bancolombia Corresponsal Bancario|Cajero ATH Restrepo I - Banco Popular|Banco Caja Social|ATM social housing|Cajero ATH Oficina Barrio Restrepo II - Banco de Bogotá|Cajero Banco Caja Social Bcsc Restrepo|Cajero Ath Ak 21 Costado Oriental|Cajero ATH Olimpica Restrepo - Banco de Occidente|Banco Colpatria|Bancolombia Sucursal|Cajero Automático Red Aval|Cajero Automático Banco Caja Social";0;3;1;8;4;0;2;1;0;0;0;0
"448";363;"Cajero Automático Banco Caja Social|Servibanca Cajero|Bancolombia Cajero|Cajero ATH Lebrija (Giron) - Banco Popular|Cajero ATH Oficina Bucaramanga Carrera 33 Cabecera I - Banco de Bogotá|Cajero ATH Centro De Pagos Cabecera I - Banco de Bogotá|Cajero ATH Oficina Cabecera III - Banco de Bogotá|Bancolombia Corresponsal Bancario|ATH Cajero Automático|Cajero Automático Banco Colpatria|Bank of Bogota|Cajero Automático Banco AV Villas|Cajero Davivienda|Davivienda Calle 52|Cajero Automático Red Aval|Banco De Bogotá|Bancolombia Cajero Multifuncional|CorpBanca Bank ATM|Davivienda|Davivienda Cajero";0;3;4;9;1;0;1;1;0;0;0;1
"449";1016;"Bancolombia Cajero|servibanca|Cajero Servibanca|Bancolombia Cajero|Bancolombia Cajero|Bancolombia Corresponsal Bancario|Cajero ATH Calle 13 - Banco AV Villas|Cajero ATH Cali Centro (Avda Uribe) - Banco Popular|Bancolombia Corresponsal Bancario|Cajero ATH Oficina Plaza Caycedo - Banco de Occidente|Cajero ATH C Cial La Fortuna (Cali) - Banco Popular|Cajero ATH San Andresito Cali (Av Uribe) - Banco Popular|ATM ATH|Bancolombia Corresponsal Bancario|Servibanca cajero";0;6;0;6;0;0;0;3;0;0;0;0
