"CIUDAD";"NOMBRE OFICINA";"DIRECCIÓN";"lat";"lon";"Num_Eventos"
"BOGOTA";"ALCAZARES";"CARRERA 24 No. 77 - 48/52";4,6676383;-74,0640907;0
"BOGOTA";"ANTIGUO COUNTRY";"CALLE 85 No. 18 - 24";4,6709845;-74,0570643;0
"BOGOTA";"CAFAM FLORESTA";"Avenida Calle 68 No 90-88 Local 2 - 062 - A.";4,6861552;-74,0743383;0
"BOGOTA";"EL POLO";"CALLE 86A No. 27-24";4,6753243;-74,063812;0
"BOGOTA";"EXT. DE CAJA ESCUELA JOSÉ MARÍA CORDOBA";"CALLE 80 No. 38-22";4,6773102;-74,0728838;0
"BOGOTA";"SIETE DE AGOSTO";"CARRERA 24 NO- 67-25";4,6584843;-74,0701446;0
"BOGOTA";"PRINCIPAL";"CARRERA 8 No. 12B-42 PISO 1";4,6008909;-74,0748779;0
"BOGOTA";"AVENIDA CHILE";"CARRERA 9 No. 72-35";4,6565556;-74,0568745;0
"BOGOTA";"CALLE CIEN";"CARRERA 15 No. 98-30";4,6832569;-74,0484205;0
"BOGOTA";"CENTRO 93";"CARRERA 15 No. 93-61";4,6775353;-74,0517484;0
"BOGOTA";"CENTRO COMERCIAL AVENIDA CHILE";"CALLE 72 No. 10-34 LOCAL 137";4,727112;-74,064605;0
"BOGOTA";"CHICO RESERVADO";"CARRERA 11 No. 94-64";4,6776705;-74,0459086;0
"BOGOTA";"EL NOGAL";"CARRERA 15 No. 74-36";4,6612777;-74,0599643;0
"BOGOTA";"MARLY";"CARRERA 13 No. 53-57";4,6407546;-74,0652831;0
"BOGOTA";"QUINTA AVENIDA";"CARRERA 7 No. 71-52 TORRE B LOCAL 103";4,654051;-74,055351;0
"BOGOTA";"WORLD TRADE";"Carrera 9A No. 99-02 Oficina 108 - 1 Piso";4,680968;-74,042061;0
"BOGOTA";"BANCA PERSONAL WORLD TRADE";"Carrera 9A No. 99-02 Oficina 108 - 2 Piso";4,680968;-74,042061;0
"BOGOTA";"AEROPUERTO CONNECTA 26";"Avenida Calle 26 No. 92-32 Local No. 1-L06";4,6830995;-74,1208765;0
"BOGOTA";"ALAMOS";"CARRERA 89 A No. 62-00 LOCAL 107";4,6871057;-74,1143435;0
"BOGOTA";"LA ESTRADA";"AVENIDA CALLE 72 No. 69M-16";4,6832066;-74,0909287;0
"BOGOTA";"LAS FERIAS";"AVENIDA CALLE 72 No. 68F-33";4,679685;-74,0875664;0
"BOGOTA";"NORMANDIA";"CALLE 53 No. 71C-30";4,6455301;-74,0849215;0
"BOGOTA";"TERMINAL DE TRANSPORTE";"CALLE 33B No. 69-35 LOCAL 3- 231";4,6767703;-74,0483488;0
"BOGOTA";"UNICENTRO OCCIDENTE";"CARRERA 111C No. 86-74 LOCAL 105";4,7242057;-74,1133547;0
"BOGOTA";"BANCA PERSONAL EL DORADO";"Carrera 69 No. 25B-44 Local 103";4,688356;-74,046901;0
"BOGOTA";"CIUDAD SALITRE";"CARRERA .69 No. 25B-44 LOCAL 103";4,688356;-74,046901;0
"BOGOTA";"CORABASTOS";"CARRERA 86 No. 24A -19 SUR LOC-1";4,6627219;-74,133144;0
"BOGOTA";"HAYUELOS";"CALLE 20 No. 82-52 LOCAL 1-101 / 2";4,66359;-74,13089;0
"BOGOTA";"MODELIA";"AVENIDA CALLE 24 No. 74A-59";4,665729;-74,1195218;0
"BOGOTA";"SALITRE PLAZA";"CARRERA 68B No. 40-39 LOCAL 182";4,652457;-74,109328;0
"BOGOTA";"ZONA FRANCA CALLE 13";"DIAGONAL 16 No.104-51 LOCAL 104";4,6912599;-74,0513807;0
"BOGOTA";"CIUDAD KENNEDY";"CARRERA 78K No. 37A-80 SUR";4,6235139;-74,1540744;0
"BOGOTA";"MINIBANCO TINTALITO";"CARRERA 86 No. 15 A 91";4,65804;-74,1377853;0
"BOGOTA";"PLAZA DE LAS AMERICAS";"TRANSVERSAL 71D No 26-94 SUR LOCAL 1911";4,6197204;-74,1352054;0
"BOGOTA";"AVENIDA JIMENEZ";"AVENIDA JIMENEZ No. 8a-65";4,602287;-74,0753857;0
"BOGOTA";"MINIBANCO RAMA JUDICIAL";"CARRERA 10 No. 14-33 PISO 1 - Bogotá";4,6030761;-74,0766066;0
"BOGOTA";"CENTRO COMERCIAL CALIMA BOGOTÁ";"AVENIDA 19 No. 28-80 Locales B-79, 81, 82, 84, 86. PISO 2";4,6184552;-74,0858837;0
"BOGOTA";"CARRERA ONCE";"CARRERA 10 No. 9-97 L1263";4,5991745;-74,0787122;0
"BOGOTA";"CENTRO INTERNACIONAL";"CARRERA 10 No. 27-91";4,5719903;-74,0978013;0
"BOGOTA";"PALOQUEMAO";"CALLE 17 No. 25-69";4,6136038;-74,0872018;0
"BOGOTA";"PARQUE CENTRAL BAVARIA";"CALLE 29 No. 13-45 LOCAL 170";4,7567347;-74,0644877;0
"BOGOTA";"PARQUE NACIONAL";"CARRERA 13 No. 38-99";4,627125;-74,0672676;0
"BOGOTA";"SAN JOSE";"CARRERA 21 No. 9-31 LOCAL 2-100 CENTRO COMERCIAL SAN VICENTE";4,605579;-74,08909;0
"BOGOTA";"LA TRINIDAD";"CARRERA 56 No. 4A-36";4,6211736;-74,1181004;0
"BOGOTA";"MINIBANCO FONDO ROTATORIO DEL EJERCITO";"CARRERA 50 No. 18-92";4,631605;-74,1034282;0
"BOGOTA";"OCCIDENTE";"CALLE 13 No. 47-17";4,6256317;-74,1048001;0
"BOGOTA";"PUENTE ARANDA";"CALLE 13 No. 62- 56";4,634139;-74,113726;0
"BOGOTA";"SAN ANDRESITO";"CALLE 9 No. 37 -40 PISO2";4,5776156;-74,0825896;0
"BOGOTA";"MONTEVIDEO";"CARRERA 68 No. 13-34";4,6380912;-74,1170972;0
"BOGOTA";"SANTA LUCIA";"CALLE 46 SUR No. 19-07 P-2";4,5704417;-74,125107;0
"BOGOTA";"Agencia USME";"CARRERA 1 No 65 D-58 Sur Locales L 1-74 1-75 y 1-76 Centro Comercial Altavista";4,532191;-74,118427;0
"BOGOTA";"VEINTE DE JULIO";"CARRERA 9 No. 30D-38 SUR";4,568412;-74,0995296;0
"BOGOTA";"COLINA CAMPESTRE";"CARRERA 58 No. 137B-04";4,7277176;-74,0646564;0
"BOGOTA";"CENTRO EMPRESARIAL CALLE 127";"CALLE 127 No. 53ª-45";4,7083014;-74,0620068;0
"BOGOTA";"PARALELO 108";"AV. CRA. 45 No. 108 - 27 TORRE 3 LOCALES12 Y 13";4,6963793;-74,0565516;0
"BOGOTA";"PLAZA IMPERIAL";"AVENIDA CARRERA 140 No. 148-07 LOCL 147";4,7451071;-74,1150663;0
"BOGOTA";"CAN";"CALLE 44 No. 57A-68";4,6479678;-74,0937505;0
"BOGOTA";"CORFERIAS";"AVENIDA CARRERA 40 No. 24A - 81";4,630808;-74,092653;0
"BOGOTA";"INDUMIL";"CALLE 44 Nº 50-92";4,6437399;-74,0912001;0
"BOGOTA";"MINIBANCO FISCALÍA";"DIAGONAL 22B No. 52-01";4,6389964;-74,0996821;0
"BOGOTA";"MINIBANCO MINISTERIO DE DEFENSA";"CARRERA 54 No.26-25";4,6442719;-74,0953416;0
"BOGOTA";"TUNAL";"CALLE 47B SUR No. 24A-15 CC.TUNAL";4,5775347;-74,1302695;0
"BOGOTA";"MINIBANCO COLMOTORES";"Calle 56a sur No. 33-53";4,5845515;-74,1437162;0
"BOGOTA";"BANCA COMERCIAL SAN PATRICIO";"AVENIDA CARRERA 19 NO. 104 - 52";4,6909494;-74,0509273;0
"BOGOTA";"BANCA PERSONAL SAN PATRICIO";"AVENIDA CARRERA 19 NO. 104 - 52";4,6909494;-74,0509273;0
"BOGOTA";"BELMIRA";"CALLE 140 No. 7C- 94";4,7175695;-74,0321485;0
"BOGOTA";"CEDRITOS";"AVENIDA 19 No. 152-03";4,7337005;-74,0443804;0
"BOGOTA";"CONTADOR";"AVENIDA 19 No. 138-30";4,7222933;-74,0463743;0
"BOGOTA";"MINIBANCO CANTON NORTE";"Calle 106 No. 7-25";4,6853833;-74,0360764;0
"BOGOTA";"HACIENDA SANTA BARBARA";"CALLE 114 No. 6A-92 LOCAL 242D";4,69211;-74,03219;0
"BOGOTA";"TELEPORT";"Calle 114 No. 9-01 Local 124.";4,7022085;-74,0419897;0
"BOGOTA";"LA CASTELLANA";"AVENIDA CALLE 100 Nº 54-21 LOCAL 113";4,691801;-74,035341;0
"BOGOTA";"PEPE SIERRA";"AVENIDA 19 No. 118-30";4,699852;-74,0493868;0
"BOGOTA";"SANTA PAULA";"CARRERA 15 No. 108A- 33";4,6922314;-74,0451773;0
"BOGOTA";"SANTAFÉ";"CALLE 185 No. 45-03 LOC- 1-121";4,762252;-74,0463165;0
"BOGOTA";"TELEPORT";"Calle 114 No. 9-01 Local 124.";4,7022085;-74,0419897;0
"BOGOTA";"TOBERIN";"CALLE 166 No. 21-68";4,7468238;-74,0450833;0
"BOGOTA";"UNICENTRO";"AVENIDA 15 No. 123-30 LOCAL 2-168
CALLE 123 CARRERA 15 LOCAL 1-136";4,7022085;-74,0419897;0
"BUCARAMANGA";"AVENIDA EL LIBERTADOR";"CARRERA 15 No. 23-41";7,1247813;-73,1289033;0
"BUCARAMANGA";"CARRERA 27";"CARRERA 27 No. 19-10";7,1304052;-73,1198771;0
"BUCARAMANGA";"DANN";"CARRERA 29 No. 45-86";7,1178859;-73,1125597;0
"BUCARAMANGA";"PROVENZA";"CARRERA 27 No. 105 – 34 Local 22";7,1165654;-73,1191877;0
"BUCARAMANGA";"CENTROABASTOS BUCARAMANGA";"Vía al Palenque - Café Madrid No. 44 - 96 bodega numero 1 local 3-42.";7,1030929;-73,1658802;0
"BUCARAMANGA";"BANCA PERSONAL BUCARAMANGA";"Calle 44 No. 28-63/73";7,1131961;-73,1296228;0
"BUENAVENTURA";"BUENAVENTURA";"CALLE 1 No. 3-89";3,8879797;-77,0777809;0
"BUENAVENTURA";"CENTRO COMERCIAL VIVA BUENAVENTURA";"CALLE 2 NO. 66 – 84 LOCAL 110";3,8830471;-77,0197212;0
"BUENAVENTURA";"EXT. DE CAJA BAHÍA MALAGA";"BASE NAVAL MALAGA";3,97;-77,32;0
"BUENAVENTURA";"PACIFIC CENTER";"CARRERA 7 NO 3-06 ED. PACIFIC TRADE CENTER LOCAL 105";3,889987;-77,0770097;0
"BUGA";"BUGA";"CALLE 7 No. 12-49";3,8996491;-76,3001415;0
"CAJICA";"CAJICÁ";"CARRERA 6 No. 4-105 VIA PRINCIPAL CAJICA";4,9195381;-74,0257716;0
"CALARCA";"CALARCA";"CALLE 39 No. 24-39";4,5302625;-75,6407767;0
"CALI";"AGENCIA ZONA FRANCA DEL PACÍFICO";"KILOMETRO 6 VÍA YUMBO AEROPUERTO";3,5617423;-76,4485164;0
"CALI";"AVENIDA DE LAS AMERICAS";"AVENIDA DE LAS AMERICAS No. 23N-07";3,4642043;-76,5249476;0
"CALI";"BBVA CENTRO COMERCIAL CENTRO SUR";"CALLE 9 No. 32A-16 CENTRO COMERCIAL CENTRO SUR LOCAL 2-12";3,4270576;-76,5376352;0
"CALI";"BANCA PERSONAL CALI";"AVENIDA 6a No. 25AN-31";3,4673343;-76,5297594;0
"CALI";"Agencia CALLE 34";"CALLE 34 No. 4C-36";3,459014;-76,5134832;0
"CALI";"CALLE NOVENA";"CALLE 9 No. 46-69 LOCAL 109";3,4148355;-76,5403576;0
"CALI";"CENTENARIO";"AVENIDA. 4 NORTE No. 6N-67 LOC- 102";3,4539402;-76,5378707;0
"CALI";"CENTRO COMERCIAL CALIMA";"CENTRO COMERCIAL LA 14 DE CALIMA LOCAL 111-112";3,4858408;-76,497899;0
"CALI";"CENTRO COMERCIAL CHIPICHAPE";"CENTRO COMERCIAL CHIPICHAPE LOC- 107";3,4759519;-76,5278169;0
"CALI";"BBVA CENTRO COMERCIAL UNICO - CALI";"Calle 53 No. 3-30 Local BC-4";3,44554;-76,498548;0
"CALI";"CIUDAD JARDIN";"CALLE 18 No. 106 - 69";3,3616865;-76,5312624;0
"CALI";"COMERCIAL NORTE";"CALLE 23D NORTE No. 5-09";3,4649732;-76,5293628;0
"CALI";"COSMOCENTRO";"CALLE 5 No. 50-103 LOCAL 1/6";3,4150965;-76,5478027;0
"CALI";"IMBANACO";"CARRERA 39 Nº 5-36";3,4243843;-76,5463257;0
"CALI";"JARDÍN PLAZA";"CARRERA 98 NO 16-200 LOCAL 197-198-199-200";3,3692303;-76,5275187;0
"CALI";"PLAZA CAICEDO";"CALLE 12 No. 4-79 EDIF OTERO";3,4516878;-76,5319288;0
"CALI";"Agencia SAN FERNANDO";"CARRERA 26 A No. 4-40 BARRIO SAN FERNANDO";3,4297926;-76,5424377;0
"CALI";"SANTA MONICA";"AVENIDA 6A No. 25AN-31";3,4673343;-76,5297594;0
"CALI";"Agencia SUPEROUTLET DE LA 80";"CARRERA 80 NO 13A- 261LOCAL 112";3,3874284;-76,5360805;0
"CALI";"VALLE DE LILI";"CARRERA 98B Nro. 25-130 Locales 21A, 22 y 23.";3,3688211;-76,5234657;0
"CARTAGENA";"BOCAGRANDE";"EDIFICIO MONTELIBANO CARRERA .3 No. 8-06 P1/2";10,35726;-75,4901017;0
"CARTAGENA";"SUPEREJECUTIVOS";"AVENIDA PEDRO DE HEREDIA CENTRO COMERCIAL LOS EJECUTIVOS LOCAL 66";10,399185;-75,493824;0
"CARTAGENA";"MANGA";"CARRERA 20 N 24-156 LOCAL 1,2,3 EDIFICIO LUNA MAR";10,4132143;-75,5398413;0
"CARTAGENA";"AVENIDA SAN MARTIN";"CARRERA 2 N. 11 - 41";10,4085672;-75,5509179;0
"CARTAGENA";"BANCA PERSONAL CARTAGENA";"CARRERA 2 N. 11 - 41";10,4085672;-75,5509179;0
"CAUCASIA";"CAUCASIA";"CALLE 21 No. 16-80";7,9877832;-75,1917898;0
"CHÍA";"CENTRO CHIA";"AVENIDA PRADILLA 900 ESTE CENTRO COMERCIAL LOCAL 1132";4,8638868;-74,0436167;0
"CHIQUINQUIRA";"CHIQUINQUIRA";"CALLE 17 No. 10 - 63";5,6172497;-73,8166457;0
"CIMITARRA";"CIMITARRA";"CALLE 6 No. 4-40 EDIFICIO PALACIO MUNICIPAL";6,315209;-73,9489059;0
"COTA";"AGENCIA SCHLUMBERGER";"KM 1,5 VIA SIBERIA COTA PARQUE EMPRESARIA POTRERO CHICO";4,6519143;-74,0828724;0
"COTA";"COTA";"CARRERA 4 No. 11 - 98";4,8090536;-74,1013516;0
"CÚCUTA";"AVENIDA GRAN COLOMBIA";"AVENIDA GRAN COLOMBIA 08-72";7,8927965;-72,4923001;0
"CÚCUTA";"AVENIDA SEXTA";"CALLE 10 No. 6-02 CENTRO";7,8866967;-72,5049828;0
"DUITAMA";"DUITAMA";"CARRERA 15 No. 15-75 LOCAL 101";5,828284;-73,033875;0
"EL BANCO";"EL BANCO";"CALLE 7A No. 2A- 29";8,9921292;-73,970661;0
"ENVIGADO";"AVENIDA LAS VEGAS";"CARRERA 48 NO. 32B SUR – 30 LOCAL 101 EDIF. NOVA";6,1767358;-75,5900013;0
"ESPINAL";"ESPINAL";"CARRERA 5 No. 8-80";4,1520683;-74,8844195;0
"FACATATIVA";"FACATATIVA";"CARRERA 2 No. 7-165";4,811176;-74,356476;0
"FLORENCIA";"CAMARA DE COMERCIO";"CL 17 No 8-72 BARRIO SIETE DE AGOSTO";1,6138731;-75,6121984;0
"FLORENCIA";"FLORENCIA";"CALLE 14 No. 11-53";1,6145788;-75,6131157;0
"FLORIDABLANCA";"PARQUE NATURA";"ECOPARQUE EMPRESARIAL NATURA LOCAL 15 KILOMETRO 2176 ANILLO VIAL FLORIDABLANCA GIRÓN";7,0616375;-73,1156032;0
"FUNDACION";"FUNDACION";"CALLE 6 Nº 7A - 64";3,4516467;-76,5319854;0
"FUNZA";"FUNZA";"CALLE 13 No. 15-97";4,7176228;-74,2134135;0
"GARZÓN";"GARZON";"CARRERA 10 Nº 7-26";2,1972798;-75,6280143;0
"GIRARDOT";"GIRARDOT";"CARRERA 10 CALLE 17 ESQUINA";4,2957857;-74,8064195;0
"GRANADA";"GRANADA";"CARRERA 14 No. 15-20 - GRANADA - META";3,5409746;-73,7072913;0
"IBAGUE";"SAN SIMON";"CARRERA 5 No. 32-40";4,4388783;-75,2195042;0
"ITAGUÍ";"Agencia CAPRICENTRO";"CALLE 72 No. 42-33";6,1788035;-75,5929122;0
"ITAGUÍ";"CENTRAL DE ABASTOS";"CALLE 83A No. 47-80";3,4516467;-76,5319854;0
"ITAGUÍ";"CENTRO COMERCIAL PLATINO";"CARRERA 52D No. 76 - 67 Local 1161";6,1873428;-75,5974727;0
"LA LOMA";"AGENCIA LA LOMA";"CORREGIMIENTO LA LOMA DE CALENTURAS - MUNICIPIO EL PASO CARRERA 11 No. 10 - 47";9,659009;-73,745973;0
"LA DORADA";"LA DORADA";"CARRERA 2 No. 13-31";5,45288;-74,662391;0
"LA UNIÓN";"EXTENSIÓN OFICINA LA UNIÓN";"CARRERA 15 Nro. 22-28 BARRIO SAN PEDRO - LA UNIÓN VALLE.";3,4443193;-76,5204275;0
"LETICIA";"LETICIA";"CALLE 7 No. 10-12";-4,2165728;-69,9416208;0
"MAGANGUE";"MAGANGUE";"CARRERA 2 No. 11-39";9,2301658;-74,7433667;0
"MAICAO";"MAICAO";"CARRERA 9 No. 13-19 LOCAL 1/2/3/4";11,3789335;-72,2485171;0
"MANIZALES";"CABLE PLAZA";"CARRERA 23 No. 64B-33 LOCAL 9 -10";5,0566192;-75,4861754;0
"MANIZALES";"MANIZALES";"CALLE 22 No. 20-52";5,0686158;-75,5178524;0
"MANIZALES";"MANIZALES CENTRO";"CARRERA 22 No. 21-05";5,0677596;-75,5182381;0
"MANIZALES";"SANCANCIO";"CARRERA 27 A 66-30 LOCAL 811-12 C.SAN CANCIO";5,0535426;-75,4897733;0
"MANIZALES";"FUNDADORES";"CALLE 33 B No. 20 - 03";5,0693791;-75,5095354;0
"MARIQUITA";"MARIQUITA";"Calle 7 No. 3ª-24 L 4";5,1987043;-74,8920554;0
"MEDELLÍN";"AGENCIA OVIEDO";"CALLE 6 SUR No. 43A - 227 LOCAL 1359";6,2002739;-75,5758628;0
"MEDELLÍN";"AVENIDA LA PLAYA";"CALLE 52 No. 45-30 PISO 1";6,2490772;-75,5636901;0
"MEDELLÍN";"CARRERA 70";"CARRERA 70 CIRCULAR No. 4-24";6,2465321;-75,5894506;0
"MEDELLÍN";"CENTRO EMPRESARIAL OLAYA HERREA";"CARRERA 52 No. 14 – 30 LOCAL 169 EDIFICIO OLAYA HERRERA";6,2188877;-75,5800527;0
"MEDELLÍN";"CENTRO FINANCIERO BBVA";"CALLE 7 No. 39-215 LOCAL 105";3,4265677;-76,5457382;0
"MEDELLÍN";"CIUDAD DEL RÍO";"CARRERA 48 No. 20-54 TORRE C1 LOCAL102";6,2232501;-75,5750018;0
"MEDELLÍN";"EL ESTADIO";"CARRERA 74 NO. 49B – 05";6,2599208;-75,5902921;0
"MEDELLÍN";"EL POBLADO";"CARRERA 43A No. 1 SUR-27";6,203409;-75,571892;0
"MEDELLÍN";"EXITO";"CALLE 49B No. 64C- 61";6,2549803;-75,57977;0
"MEDELLÍN";"FADEGAN AUTOPISTA NORTE";"CARRERA 64C No. 67-392";6,2684934;-75,5736806;0
"MEDELLÍN";"MINIBANCO FISCALÍA MEDELLÍN";"CARRERA 64C No. 67-300";6,2684934;-75,5736806;0
"MEDELLÍN";"GUAYAQUIL";"CARRERA 54 No. 45 A - 1";6,2474904;-75,5729163;0
"MEDELLÍN";"LA AMERICA";"CARRERA 78 No. 43-05 LOCAL 123";6,2086176;-75,5662675;0
"MEDELLÍN";"LAURELES";"CIRCULAR 73A No. 34A-96 LOCAL 101";6,246799;-75,589136;0
"MEDELLÍN";"LOS MOLINOS";"CARRERA 82 No.30A-24 LO- 2061/2063";6,2323647;-75,6034057;0
"MEDELLÍN";"PREMIUM PLAZA";"CARRERA 43A No. 30-29 LOCAL 1184";6,2296075;-75,5700429;0
"MEDELLÍN";"TERMINAL DEL SUR";"CALLE 8B No.65-237 CENTRO COMERCIAL PTO SECO";6,2154618;-75,5882845;0
"MEDELLÍN";"SANTAFE MEDELLIN";"CARRERA 43A No.7 SUR-170 LOCAL 39A";6,2072437;-75,5711392;0
"MEDELLÍN";"UNICENTRO MEDELLIN";"CARRERA 66B No. 34A-76 LOCAL 046-0 48";6,2412323;-75,5876453;0
"MEDELLÍN";"BANCA PERSONAL MEDELLÍN";"CALLE 7 No. 39-215 LOCAL 101 EDIFICIO CENTRO FINANCIERO BBVA, EL POBLADO";6,206333;-75,571242;0
"MEDELLÍN";"GRAN VÍA";"DIAGONAL 75B No. 6 – 105 locales 139,141 y 143";6,2176673;-75,5987632;0
"MELGAR";"AGENCIA TOLEMAIDA";"CENTRO COMERCIAL ZULIA - FINCA TOLEMAIDA - MUNICIPIO NILO";10,2910237;-72,1416132;0
"MELGAR";"MELGAR";"CARRERA 26 No. 6-02/08";4,204033;-74,6434623;0
"MADRID";"MADRID";"CARRERA 10 No. 7-39 Local 1.";4,733779;-74,2627569;0
"MOCOA";"MOCOA";"CARRERA 5 No. 7-35";1,1457201;-76,6467066;0
"MOMPÓS";"MOMPOS";"CARRERA 2A No. 18-02";9,2409327;-74,4244027;0
"MONTELIBANO";"MONTELIBANO";"CARRERA 5 No.17-28";7,9839751;-75,4214599;0
"MONTERÍA";"CALLE 30";"CALLE 30 No. 1-11";8,758085;-75,8866314;0
"MONTERÍA";"RONDA DEL SINÚ";"CARRERA 2 No. 39 - 61 MONTERIA";8,7637606;-75,8808398;0
"MONTERÍA";"MONTERIA";"CARRERA 3 No. 31-06";8,7575736;-75,8850829;0
"MONTERÍA";"EL RECREO";"CALLE 67 No. 5 - 84 Local 1";8,7779375;-75,8639786;0
"MONTERÍA";"RIO PARQUE COMERCIAL";"CALLE 44 CARRERA 4 LOCALES 13 Y 14";8,7647964;-75,877282;0
"MOSQUERA";"MOSQUERA";"CALLE 3 No. 1-39";4,7046849;-74,2294423;0
"NEIVA";"AVENIDA LA TOMA";"CARRERA 7 No. 11-02";2,9304396;-75,2875487;0
"NEIVA";"LOS ALMENDROS";"CARRERA 7 No. 9-37";2,9289619;-75,2872013;0
"NEIVA";"RIO DEL ORO";"CALLE 1G No. 4-27";2,9213119;-75,2875344;0
